Supergroup,Group,Object name,Object ID number,Quantity,Part number,Serial number,Donor/Lender/Vendor/Transfer Party,Acquisition method,Object lot ID,DGS paid,Transfer date,Delivery date,Current location,Accessioned?,ITAR status,ITAR code,Owned by/Loaned to,Item value,Insurance value,Insurance method,Notes
"from Ken's list","Apollo Spacesuit","Apollo 16 Portable Life Support System","2017.99a.291b","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 10,000.00","$ 10,000.00","Reimbursed by State","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
"from Ken's list","Apollo Spacesuit","Apollo 16 Glove, EV, Left","2017.99a.291f","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 5,000.00","$ 5,000.00","Reimbursed by State","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
"from Ken's list","Apollo Spacesuit","Apollo 16 Glove, EV, Right","2017.99a.291g","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 5,000.00","$ 5,000.00","Reimbursed by State","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
"from Ken's list","Apollo Spacecraft","Apollo-Soyuz Test Project (ASTP) Command Module","2017.99a.295","1","","CM-111","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 1,500,000.00","$ 1,500,000.00","Reimbursed by State",""
"from Ken's list","Gemini Spacecraft","Gemini 11 Spacecraft","2017.99a.296","1","","SC-11","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 600,000.00","$ 600,000.00","Reimbursed by State",""
"from Ken's list","Gemini Spacecraft","Right Hatch for Gemini Spacecraft","2017.99a.297","0","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 5,000.00","$ 5,000.00","Reimbursed by State",""
"from Ken's list","Mercury Spacecraft","Mercury-Redstone MR-2 Spacecraft","2017.99a.298","1","","SC-5","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 250,000.00","$ 250,000.00","Reimbursed by State",""
"from Ken's list","Mercury Spacecraft","Primate Capsule for Interior of MR-2 Spacecraft","2017.99a.299","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 10,000.00","$ 1,000.00","Reimbursed by State",""
"from Ken's list","ITOS","ITOS (Improved TV and IR Operational Satellite)","2017.99a.300","0","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 100,000.00","$ 100,000.00","Reimbursed by State",""
"from Ken's list","Pioneer Venus","Pioneer Venus Probe","2017.99a.301","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","1984 April 16","June 1984","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 50,000.00","$ 50,000.00","Reimbursed by State","old NASM loan #00718 is superceded by new NASM loan #1930"
"from Ken's list","Aerobee","Aerobee Sounding Rocket Nose Cone","2017.99a.302","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 30,000.00","$ 30,000.00","Reimbursed by State",""
"from Ken's list","Uhuru Observatory","Uhuru Spacecraft","2017.99a.303","0","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 30,000.00","$ 30,000.00","Reimbursed by State","includes both the reconstructed craft and solar panels (listed as separate items on Smithsonian NASM loan #1930)"
"from Ken's list","Viking","Viking Lander Space Probe","2017.99a.304","1","","","Lockheed Martin","loan","Viking lander","","","2001 November 21","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 250,000.00","$ 250,000.00","Foundation",""
"from Ken's list","Chandra","Chandra X-ray Telescope, 1/5 scale model","2017.99a.306","0","","","TRW","loan","L-2017.99a.306","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 25,000.00","$ 25,000.00","Foundation",""
"from Ken's list","Air Force T-38","Northrop T-38 Talon","2017.99a.307","1","","58-1196","NMUSAF","loan","LA1006","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 30,000.00","$ 30,000.00","Foundation","Required to be insured for $30,000"
"from Ken's list","Cooling Garment","Liquid Cooling Ventilation Garment","2017.99a.308","1","","0107-100007-04 / 3012","NASA MSFC","loan","MEO116A","","2015 September 23","","CSC -> Phase II -> 4th floor -> Exhibit Development small TV storage room (465)","","","","Foundation","$ 13,300.00","$ 13,300.00","Foundation",""
"from Ken's list","Moon Rocks","Apollo 11 moon rock","2017.99a.309","1","","Lunar Sample #10017,9010","NASA JSC","loan","Lunar Sample Display - Apollo Ambassador of Exploration","","2006 February 24","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","","$ 1,000,000.00","Reimbursed by State",""
"from Ken's list","Moon Rocks","Apollo 17 moon rock","2017.99a.310","1","","Lunar Sample #70215","NASA JSC","loan","L-2017.99a.310","","2015 March 26","","NASA JSC","","","","Foundation","","","Foundation","(will insure after receipt); received NASA Johnson award letter"
"from Ken's list","1902 Wright Glider","1902 Wright Glider flying replica","2017.99a.312","1","","","Robert Q. Riley","gift","donation_wright_glider","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","Foundation","$ 25,000.00","$ 25,000.00","Foundation","it cost $3400 in 2005 to pay ProPoint to hang the Wright Glider"
"from Ken's list","DaVinci Ornithopter","DaVinci Ornithopter, 1/2 scale model","2017.99a.313","1","","","","","","","","","CSC -> Phase II -> 2nd floor -> Endeavour Together storage","","no","","Foundation","$ 5,000.00","$ 5,000.00","Foundation",""
"from Ken's list","Lillienthal Glider","Otto Lillienthal's 1893 glider Replica","2017.99a.314","1","","","","","","","","","CSC -> Phase II -> 2nd floor -> Endeavour Together storage","","no","","Foundation","$ 25,000.00","$ 25,000.00","Foundation",""
"from Ken's list","Bell X-1","Bell X-1 Mockup","2017.99a.315","1","","","","","","","","","CSC -> Air and Space bldg -> 3rd floor","","no","","Foundation","$ 50,000.00","$ 50,000.00","Foundation",""
"from Ken's list","Continental A/C Engine","Continental Engine Model O-200A with Trundle","2017.99a.316","0","","","","","","","","","","","no","","Foundation","$ 7,500.00","$ 7,500.00","Foundation",""
"from Ken's list","GE Jet Engine","GE Model J47 Jet Engine Cutaway","2017.99a.317","0","","","","","","","","","Torrance Airport -> WMoF","","no","","Foundation","$ 25,000.00","$ 25,000.00","Foundation","On Loan to Western Museum of Flight, Torrance"
"from Ken's list","P&amp;W A/C Engine","Radial Engine Pratt &amp; Whitney Model R-985","2017.99a.318","0","","","","","","","","","","","no","","Foundation","$ 7,500.00","$ 7,500.00","Foundation",""
"from Ken's list","F-20","Northrop F-20","2017.99a.319","0","","","Northrop","","","","","","CSC -> Phase I -> 1st floor -> Edgerton Court","","","","Foundation","$ 1,000,000.00","$ 1,000,000.00","Foundation",""
"from Ken's list","Atlas MA-5 Engine","Rocketdyne Division Atlas MA-5 Sustainer","2017.99a.320","1","","","Pratt and Whitney Rocketdyne","","","","","","CSC -> Air and Space bldg -> 1st floor -> open storage area","","","","Foundation","$ 12,500.00","$ 12,500.00","Foundation","Will purchase new cart."
"from Ken's list","LOX Valve","Saturn-V LOX Valve","2017.99a.321","1","","","Whittaker Corporation","","","","1984","","CSC -> Air and Space bldg -> 1st floor -> open storage area","","","","Foundation","$ 2,500.00","$ 2,500.00","Foundation",""
"from Ken's list","Thruster Engines","Propulsion System Thrusters","2017.99a.322","4","","","","","","","","","CSC -> Air and Space bldg -> 1st floor -> open storage area","","","","Foundation","$ 1,000.00","$ 1,000.00","Foundation",""
"from Ken's list","SAGE","Stratospheric Aerosol and Gas Experiment","2017.99a.323","0","","","","","","","","","CSC -> Air and Space bldg","","","","Foundation","$ 5,000.00","$ 5,000.00","Foundation",""
"from Ken's list","Sputnik","Sputnik Replica","2017.99a.324","1","","","Brick Price Movie Miniatures","purchase","purchase_sputnik","","1984 May 28","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","Foundation","$ 2,500.00","$ 2,500.00","Foundation",""
"from Ken's list","Vela","Vela 5, Hard Mockup","2017.99a.325","1","","","TRW","gift","donation_vela","","1983 December 1","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 10,000.00","$ 10,000.00","Foundation",""
"from Ken's list","Hubble","Hubble Space Telescope, 1/5 Scale Model","2017.99a.326","1","","","Lockheed Martin","","","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 15,000.00","$ 15,000.00","Foundation",""
"from Ken's list","Mercury Spacesuit","Prototype suit","2017.99a.328","1","","","Smithsonian NASM","loan","Mercury spacesuit","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 25,000.00","$ 25,000.00","Foundation","as stated on the graphic panel for this artifact, this is a loan, not a private donation; it was donated by Gene Allen and Oscar Mifsud to Smithsonian NASM, who in turn loaned it to the Science Center in 1984?; length dimension is estimated by adding dimensions for suit and helmet together (see attached dims for details); suit is made up of 4 parts (pressure suit, helmet, left glove, right glove)"
"from Ken's list","IRAS","Infrared Astronomical Satellite, 1/5th Scale","2017.99a.329","0","","","","","","","","","","","","","Foundation","$ 7,500.00","$ 7,500.00","Foundation",""
"from Ken's list","ISS Model","International Space Station, 1/144th Scale","2017.99a.330","0","","","","","","","","","CSC -> Air and Space bldg","","","","Foundation","$ 1,500.00","$ 1,500.00","Foundation",""
"from Ken's list","Recce drone","Teledyne-Ryan AQM-34K Lightning Bug","2017.99a.331","1","USAF-0274-501","67-21633","Lear Siegler, Inc.","gift","Recce drone","","1986 April 21","May 1986","Torrance Airport -> WMoF","","","","Foundation","","$ 50,000.00","Foundation","On Loan to Western Museum of Flight, Torrance"
"from Ken's list","Recce drone","BGM-34C System Test Console","2017.99a.332","1","457400-01-01","AST-0101","Lear Siegler, Inc.","gift","Recce drone","","","","Torrance Airport -> WMoF","","","","Foundation","","","Foundation","On Loan to Western Museum of Flight, Torrance"
"from Ken's list","Sierra S-1","Sierra S-1 ""Sierra Sue""","2017.99a.333","0","","1","Walt Fellers, Ron Beattie","gift","donation_sierra_sue","","","","Torrance Airport -> WMoF","","no","","Foundation","","$ 50,000.00","Foundation","On Loan to Western Museum of Flight, Torrance"
"from Ken's list","DC-3","Douglas DC-3-G202A ""Spirit of Seventy Six"" N1944/N760","2017.99a.334","1","","3269","Union Oil Company","gift","donation_DC-3","","","1984 June 26","Flight Path Learning Center LAX","","no","","Foundation","","$ 250,000.00","Foundation","On Loan to LAX Flight Path Museum; in-person height measurements by Dennis in Feb 2015; wrote condition report for aircraft, tug, and fuel truck on 2017 April 21 (attached to record for object lot #donation_DC-3)"
"from Ken's list","DC-3","Aircraft Tow Tractor (Vintage 1940)","2017.99a.335","0","","","Union Oil Company","gift","donation_DC-3","","","1991 February 19","Flight Path Learning Center LAX","","no","","Foundation","","$ 25,000.00","Foundation",""
"from Ken's list","DC-3","Union Oil Aircraft Fueling Truck","2017.99a.336","0","","","Union Oil Company","gift","donation_DC-3","","","","Flight Path Learning Center LAX","","no","","Foundation","","$ 25,000.00","Foundation",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Orbiter Drag Chute Deployment Bag","2017.99a.337","1","812001","76005","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 1,500.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Orbiter Drag Chute Pilot Deployment Bag","2017.99a.338","8","813002","78016","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 500.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Orbiter Drag Chute Pilot","2017.99a.339","8","813003","77006","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 2,400.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","BACKREST CUSHION/COVER","2017.99a.340","1","1172-7015-1","21371","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","CDR SEAT CUSHION","2017.99a.341","1","1172-7016-1","28887","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 100.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Shipping Container","2017.99a.342","1","182000CN00511","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 200.00","","","(Ref Transfer Order: 12C0213 L/I: 3)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER PLASTIX TIES","2017.99a.343","1","801-5","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 36.33","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","Orbiter Drag Chute","2017.99a.344","1","812005-503","75005","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> Air and Space bldg","","no","","Foundation","$ 30,000.00","","","merged from these two records:
(2017.99a.216), Acquisition from NASA/GSA, Orbiter Drag Chute;
(2017.99a.344), Early Transfer with Endeavour, OV-105 Early Transfer TD133"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LWMAR Spring","2017.99a.345","1","C0480-035-0500-S","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 200.00","","",""
"Early transfer with Endeavour","OV-105 Early Transfer TD133","LOCKER COVER","2017.99a.346","1","CED/SK1448-001","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 4,453.76","","","(Ref Transfer Order: 12C0213 L/I: 27)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","FIRE EXTINGUISHER BRACKET NOT-FLT","2017.99a.347","1","FH-900-26","","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 43.51","","","(Ref Transfer Order: 12C0213 L/I: 10)"
"Early transfer with Endeavour","OV-105 Early Transfer TD133","GSE LOCKER","2017.99a.348","1","G070-300323-001","1012","NASA KSC","SWA","Voucher 121305","","2012 July 26","2012 August 29","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 5,000.00","","","(Ref Transfer Order: 12C0213 L/I: 11)"
